,drug_English,drug,MOL ID,MOlecule,MOlecule_url,MOleculeName,InChIKey,SMLIES,GIabsorption,Lipinski,Ghose,Veber,Egan,Muegge,SwissADME
13,Glossy Privet Fruit,女贞子,MOL000223,caffeic acid,https://tcmsp-e.com/molecule.php?qn=223,caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,C1=CC(=C(C=C1C=CC(=O)O)O)O,High,Yes,Yes,Yes,Yes,No,1
14,Glossy Privet Fruit,女贞子,MOL000234,L-Limonen,https://tcmsp-e.com/molecule.php?qn=234,L-Limonen,XMGQYMWWDOXHJM-SNVBAGLBSA-N,CC1=CCC(CC1)C(=C)C,Low,Yes,No,Yes,Yes,No,0
15,Glossy Privet Fruit,女贞子,MOL000024,alpha-humulene,https://tcmsp-e.com/molecule.php?qn=24,alpha-humulene,FAMPSKZZVDUYOS-HRGUGZIWSA-N,CC1=CCC(C=CCC(=CCC1)C)(C)C,Low,Yes,Yes,Yes,Yes,No,0
16,Glossy Privet Fruit,女贞子,MOL000244,()-Borneol,https://tcmsp-e.com/molecule.php?qn=244,()-Borneol,DTGKSKDOIYIVQL-WEDXCCLWSA-N,CC1(C2CCC1(C(C2)O)C)C,High,Yes,No,Yes,Yes,No,1
17,Glossy Privet Fruit,女贞子,MOL000249,Methylcinnamate,https://tcmsp-e.com/molecule.php?qn=249,Methylcinnamate,CCRCUPLGCSFEDV-BQYQJAHWSA-N,COC(=O)C=CC1=CC=CC=C1,High,Yes,Yes,Yes,Yes,No,1
18,Glossy Privet Fruit,女贞子,MOL000254,eugenol,https://tcmsp-e.com/molecule.php?qn=254,eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CC=C)O,High,Yes,Yes,Yes,Yes,No,1
19,Glossy Privet Fruit,女贞子,MOL000263,oleanolic acid,https://tcmsp-e.com/molecule.php?qn=263,oleanolic acid,MIJYXULNPSFWEK-GTOFXWBISA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
20,Glossy Privet Fruit,女贞子,MOL002649,Coniferin,https://tcmsp-e.com/molecule.php?qn=2649,Coniferin,SFLMUHDGSQZDOW-FAOXUISGSA-N,COC1=C(C=CC(=C1)C=CCO)OC2C(C(C(C(O2)CO)O)O)O,High,Yes,No,Yes,Yes,Yes,1
21,Glossy Privet Fruit,女贞子,MOL002650,Coniferol,https://tcmsp-e.com/molecule.php?qn=2650,Coniferol,JMFRWRFFLBVWSI-NSCUHMNNSA-N,COC1=C(C=CC(=C1)C=CCO)O,High,Yes,Yes,Yes,Yes,No,1
22,Glossy Privet Fruit,女贞子,MOL002722,Vomifoliol,https://tcmsp-e.com/molecule.php?qn=2722,Vomifoliol,KPQMCAKZRXOZLB-KOIHBYQTSA-N,CC1=CC(=O)CC(C1(C=CC(C)O)O)(C)C,High,Yes,Yes,Yes,Yes,Yes,1
23,Glossy Privet Fruit,女贞子,MOL002731,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(E,3R)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one",https://tcmsp-e.com/molecule.php?qn=2731,"(4S)-4-hydroxy-3,5,5-trimethyl-4-[(E,3R)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxybut-1-enyl]cyclohex-2-en-1-one",SWYRVCGNMNAFEK-MHXFFUGFSA-N,CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C,Low,Yes,No,Yes,No,Yes,0
24,Glossy Privet Fruit,女贞子,MOL002821,D-Mannoheptulose,https://tcmsp-e.com/molecule.php?qn=2821,D-Mannoheptulose,HSNZZMHEPUFJNZ-CDGOZMSNSA-N,C(C(C(C(C(C(=O)CO)O)O)O)O)O,Low,Yes,No,Yes,No,No,0
25,Glossy Privet Fruit,女贞子,MOL002930,Tyrosol,https://tcmsp-e.com/molecule.php?qn=2930,Tyrosol,YCCILVSKPBXVIP-UHFFFAOYSA-N,C1=CC(=CC=C1CCO)O,High,Yes,No,Yes,Yes,No,1
26,Glossy Privet Fruit,女贞子,MOL000003,MTL,https://tcmsp-e.com/molecule.php?qn=3,MTL,FBPFZTCFMRRESA-KVTDHHQDSA-N,C(C(C(C(C(CO)O)O)O)O)O,Low,Yes,No,Yes,Yes,No,0
27,Glossy Privet Fruit,女贞子,MOL003320,(-)-Olivir,https://tcmsp-e.com/molecule.php?qn=3320,(-)-Olivir,BVHIKUCXNBQDEM-JSNMRZPZSA-N,COC1=C(C=CC(=C1)CC2(COC(C2CO)C3=CC(=C(C=C3)O)OC)O)O,High,Yes,Yes,Yes,Yes,Yes,1
28,Glossy Privet Fruit,女贞子,MOL003333,acteoside,https://tcmsp-e.com/molecule.php?qn=3333,acteoside,FBSKJMQYURKNSU-ZLSOWSIRSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,Low,No,No,No,No,No,0
29,Glossy Privet Fruit,女贞子,MOL003341,salidroside,https://tcmsp-e.com/molecule.php?qn=3341,salidroside,ILRCGYURZSFMEG-RKQHYHRCSA-N,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O,High,Yes,No,Yes,Yes,Yes,1
30,Glossy Privet Fruit,女贞子,MOL003374,Urushiol III,https://tcmsp-e.com/molecule.php?qn=3374,Urushiol III,RMTXUPIIESNLPW-AOSYACOCSA-N,CCCC=CCC=CCCCCCCCC1=C(C(=CC=C1)O)O,High,Yes,No,No,No,No,0
31,Glossy Privet Fruit,女贞子,MOL003520,Damascenone,https://tcmsp-e.com/molecule.php?qn=3520,Damascenone,POIARNZEYGURDG-FNORWQNLSA-N,CC=CC(=O)C1=C(C=CCC1(C)C)C,High,Yes,Yes,Yes,Yes,No,1
32,Glossy Privet Fruit,女贞子,MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,Sitogluside,NPJICTMALKLTFW-OFUAXYCQSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,Low,Yes,No,Yes,Yes,No,0
33,Glossy Privet Fruit,女贞子,MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,beta-sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,Low,Yes,No,Yes,No,No,0
34,Glossy Privet Fruit,女贞子,MOL000390,daidzein,https://tcmsp-e.com/molecule.php?qn=390,daidzein,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,High,Yes,Yes,Yes,Yes,Yes,1
35,Glossy Privet Fruit,女贞子,MOL000415,rutin,https://tcmsp-e.com/molecule.php?qn=415,rutin,IKGXIBQEEMLURG-NVPNHPEKSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,Low,No,No,No,No,No,0
36,Glossy Privet Fruit,女贞子,MOL000422,kaempferol,https://tcmsp-e.com/molecule.php?qn=422,kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
37,Glossy Privet Fruit,女贞子,MOL000424,RAM,https://tcmsp-e.com/molecule.php?qn=424,RAM,SHZGCJCMOBCMKK-HGVZOGFYSA-N,CC1C(C(C(C(O1)O)O)O)O,High,Yes,No,Yes,Yes,No,1
38,Glossy Privet Fruit,女贞子,MOL004576,taxifolin,https://tcmsp-e.com/molecule.php?qn=4576,taxifolin,CXQWRCVTCMQVQX-LSDHHAIUSA-N,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,High,Yes,Yes,Yes,Yes,Yes,1
39,Glossy Privet Fruit,女贞子,MOL000511,ursolic acid,https://tcmsp-e.com/molecule.php?qn=511,ursolic acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,Low,Yes,No,Yes,No,No,0
40,Glossy Privet Fruit,女贞子,MOL005146,Lucidumoside D,https://tcmsp-e.com/molecule.php?qn=5146,Lucidumoside D,MXXTUSVIMMILLV-GGQNRCORSA-N,C/C=C1\C(/O=C2\OC(CO)[C@@H](O)C(O)[C@H]2C)OC=C(C(=O)OC)C1CC(=O)OCCC1=CC=C(OC)C(OC)=C1,Low,Yes,Yes,Yes,Yes,No,0
41,Glossy Privet Fruit,女贞子,MOL005147,Lucidumoside D_qt,https://tcmsp-e.com/molecule.php?qn=5147,Lucidumoside D_qt,OQXFUCDBVSEDNJ-KFAPORQYSA-N,C/C=C1/C(CC(=O)OCCC2=CC=C(OC)C(OC)=C2)C(C(=O)OC)=CO[C@@H]1O,High,Yes,Yes,Yes,Yes,Yes,1
42,Glossy Privet Fruit,女贞子,MOL005148,mauritianin,https://tcmsp-e.com/molecule.php?qn=5148,mauritianin,WRXVPTMENPZUIZ-NMTGBWRSSA-N,CC1OC(OC2C(O)C(O)C(CO[C@H]3OC(C)C(O)[C@@H](O)[C@@H]3O)O[C@@H]2OC2=C(C3=CC=C(O)C=C3)OC3=CC(O)=CC(O)=C3C2=O)C(O)[C@H](O)C1O,Low,Yes,Yes,Yes,Yes,Yes,0
43,Glossy Privet Fruit,女贞子,MOL005149,Isonuezhenide,https://tcmsp-e.com/molecule.php?qn=5149,Isonuezhenide,BXFDSXRULGPMLO-PEDNJZHTSA-N,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OC3C(OC(C(C3O)O)OCCC4=CC=C(C=C4)O)CO,Low,No,No,No,No,No,0
44,Glossy Privet Fruit,女贞子,MOL005150,Isonuezhenide_qt,https://tcmsp-e.com/molecule.php?qn=5150,Isonuezhenide_qt,GFYNUYTVMGRROF-QFJRXELTSA-N,-,-,-,-,-,-,-,-
45,Glossy Privet Fruit,女贞子,MOL005151,"[(3S)-3,7-dimethylocta-1,6-dien-3-yl] acetate",https://tcmsp-e.com/molecule.php?qn=5151,"[(3S)-3,7-dimethylocta-1,6-dien-3-yl] acetate",UWKAYLJWKGQEPM-GFCCVEGCSA-N,CC(=CCCC(C)(C=C)OC(=O)C)C,High,Yes,Yes,Yes,Yes,No,1
46,Glossy Privet Fruit,女贞子,MOL005152,"[1R-(1a,4aa,8a,8aa)]-8-(b-D-glucopyranosyloxy)-4,4a,8,8a-tetrahydro-1-methyl-3-oxo-1H,3H-Pyrano[3,4-c]pyran-5-carboxylic acid, methyl ester",https://tcmsp-e.com/molecule.php?qn=5152,"[1R-(1a,4aa,8a,8aa)]-8-(b-D-glucopyranosyloxy)-4,4a,8,8a-tetrahydro-1-methyl-3-oxo-1H,3H-Pyrano[3,4-c]pyran-5-carboxylic acid, methyl ester",QZCJFXSHMSZCLH-XICRDADBSA-N,CC1C2C(CC(=O)O1)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC,Low,Yes,No,No,No,No,0
47,Glossy Privet Fruit,女贞子,MOL005153,"[1R-(1a,4aa,8a,8aa)]-8-(b-D-glucopyranosyloxy)-4,4a,8,8a-tetrahydro-1-methyl-3-oxo-1H,3H-Pyrano[3,4-c]pyran-5-carboxylic acid, methyl ester_qt",https://tcmsp-e.com/molecule.php?qn=5153,"[1R-(1a,4aa,8a,8aa)]-8-(b-D-glucopyranosyloxy)-4,4a,8,8a-tetrahydro-1-methyl-3-oxo-1H,3H-Pyrano[3,4-c]pyran-5-carboxylic acid, methyl ester_qt",COZKAJSKOQAWLF-LIUHEQGWSA-N,COC(=O)C1=CO[C@@H](O)C2C1CC(=O)O[C@@H]2C,High,Yes,Yes,Yes,Yes,Yes,1
48,Glossy Privet Fruit,女贞子,MOL005154,ligustrin,https://tcmsp-e.com/molecule.php?qn=5154,ligustrin,QJVXKWHHAMZTBY-NVBSJJKNSA-N,COC1=CC(/C=C\CO)=CC(OC)=C1O[C@@H]1OC(CO)C(O)[C@@H](O)C1O,Low,Yes,Yes,Yes,Yes,Yes,0
49,Glossy Privet Fruit,女贞子,MOL005155,ginsenoside Ro_qt,https://tcmsp-e.com/molecule.php?qn=5155,ginsenoside Ro_qt,MIJYXULNPSFWEK-CGXHKNHBSA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
50,Glossy Privet Fruit,女贞子,MOL005855,Tormentic acid,https://tcmsp-e.com/molecule.php?qn=5855,Tormentic acid,OXVUXGFZHDKYLS-BLIWDXROSA-N,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O,High,Yes,No,Yes,Yes,Yes,1
51,Glossy Privet Fruit,女贞子,MOL005157,ZINC03847089,https://tcmsp-e.com/molecule.php?qn=5157,ZINC03847089,KRFCEAVXBLUVGC-UHFFFAOYSA-N,COC1=CC(=C(C(=C1OC)OC)OC)OC,High,Yes,Yes,Yes,Yes,Yes,1
52,Glossy Privet Fruit,女贞子,MOL005158,Cimidahurinine,https://tcmsp-e.com/molecule.php?qn=5158,Cimidahurinine,QOGCASCQGJEYDO-RKQHYHRCSA-N,C1=CC(=C(C=C1CCO)OC2C(C(C(C(O2)CO)O)O)O)O,Low,Yes,No,Yes,No,No,0
53,Glossy Privet Fruit,女贞子,MOL005159,ketologanin,https://tcmsp-e.com/molecule.php?qn=5159,ketologanin,LPOVXLVQNSEZGE-PMRPVAAPSA-N,CC1C2C(CC1=O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC,Low,Yes,No,No,No,No,0
54,Glossy Privet Fruit,女贞子,MOL005160,ketologanin_qt,https://tcmsp-e.com/molecule.php?qn=5160,ketologanin_qt,JYZSDFFLDZFWET-WQRVWIMNSA-N,COC(=O)C1=CO[C@@H](O)C2CC(=O)CC12,High,Yes,Yes,Yes,Yes,Yes,1
55,Glossy Privet Fruit,女贞子,MOL005161,3-Acetylpomolic acid,https://tcmsp-e.com/molecule.php?qn=5161,3-Acetylpomolic acid,KIJYSICAJWQCER-DKESIJLHSA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(CCC34CC35CCC3(C(=O)O)CC[C@@H](C)[C@@](C)(O)C3C5=CCC42)C1(C)C,High,Yes,No,Yes,No,No,1
56,Glossy Privet Fruit,女贞子,MOL005162,nuzhenidic acid,https://tcmsp-e.com/molecule.php?qn=5162,nuzhenidic acid,PDVAWUCZLXFLEB-MNRXNMIHSA-N,COC(=O)C1CCC(OC2OC(CO)[C@H](O)[C@H](O)[C@H]2O)[C@](O)(CC(=O)O)C1,Low,Yes,No,Yes,No,No,0
57,Glossy Privet Fruit,女贞子,MOL005163,nuzhenidic acid_qt,https://tcmsp-e.com/molecule.php?qn=5163,nuzhenidic acid_qt,UGMMDQTYPQPGHX-ZWADGADFSA-N,-,-,-,-,-,-,-,-
58,Glossy Privet Fruit,女贞子,MOL005164,Dihydrosyringin,https://tcmsp-e.com/molecule.php?qn=5164,Dihydrosyringin,NBCWSGSBMHILQP-GAGVYUBLSA-N,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)CCCO,Low,Yes,No,Yes,No,Yes,0
59,Glossy Privet Fruit,女贞子,MOL005165,Dihydrosinapyl alcohol,https://tcmsp-e.com/molecule.php?qn=5165,Dihydrosinapyl alcohol,PHOPGVYKZWPIGA-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)CCCO,High,Yes,Yes,Yes,Yes,Yes,1
60,Glossy Privet Fruit,女贞子,MOL005166,QUOSP,https://tcmsp-e.com/molecule.php?qn=5166,QUOSP,RDUAJIJVNHKTQC-UJECXLDQSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O)O,Low,No,No,No,No,No,0
61,Glossy Privet Fruit,女贞子,MOL005167,Nuezhengalaside,https://tcmsp-e.com/molecule.php?qn=5167,Nuezhengalaside,SDKGJLREAMABGO-KOSQTTARSA-N,CCCC1C(=COC(C1=CC)OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC,High,Yes,No,Yes,No,Yes,1
62,Glossy Privet Fruit,女贞子,MOL005168,Nuezhengalaside_qt,https://tcmsp-e.com/molecule.php?qn=5168,Nuezhengalaside_qt,ZFSWXJSVYZTFTP-TTYOBCLJSA-N,C/C=C1\C(CCC)C(C(=O)OC)=CO[C@@H]1O,High,Yes,Yes,Yes,Yes,Yes,1
63,Glossy Privet Fruit,女贞子,MOL005169,"(20S)-24-ene-3β,20-diol-3-acetate",https://tcmsp-e.com/molecule.php?qn=5169,"(20S)-24-ene-3β,20-diol-3-acetate",QSUGODIDPUGIFV-MAROBCSHSA-N,CCCC12CCC3C(C)(C)C(OC(C)=O)CC[C@]3(C)C1CCC1C(C(C)(O)CCC=C(C)C)CCC12,Low,Yes,Yes,Yes,Yes,Yes,0
64,Glossy Privet Fruit,女贞子,MOL005170,kingiside,https://tcmsp-e.com/molecule.php?qn=5170,kingiside,QZCJFXSHMSZCLH-IDWJQONCSA-N,COC(=O)C1=CO[C@@H](O[C@H]2OC(CO)C(O)[C@H](O)[C@H]2O)C2C1CC(=O)O[C@H]2C,Low,Yes,Yes,Yes,Yes,Yes,0
65,Glossy Privet Fruit,女贞子,MOL005171,kingiside_qt,https://tcmsp-e.com/molecule.php?qn=5171,kingiside_qt,COZKAJSKOQAWLF-WQRVWIMNSA-N,CC1C2C(CC(=O)O1)C(=COC2O)C(=O)OC,High,Yes,Yes,Yes,Yes,Yes,1
66,Glossy Privet Fruit,女贞子,MOL005172,"methyl (4S,5E,6S)-5-ethylidene-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",https://tcmsp-e.com/molecule.php?qn=5172,"methyl (4S,5E,6S)-5-ethylidene-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",KYVUMEGNMQDSHO-PVCIXGPPSA-N,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OC,Low,Yes,No,No,No,No,0
67,Glossy Privet Fruit,女贞子,MOL005173,Oleoside dimethyl ester_qt,https://tcmsp-e.com/molecule.php?qn=5173,Oleoside dimethyl ester_qt,BEPIDDWGRLCBFB-OJOOJGPYSA-N,-,-,-,-,-,-,-,-
68,Glossy Privet Fruit,女贞子,MOL005174,quercetin-3-O-rhamnoglucoside,https://tcmsp-e.com/molecule.php?qn=5174,quercetin-3-O-rhamnoglucoside,FYBMGZSDYDNBFX-JKPQVIFSSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,Low,No,No,No,No,No,0
69,Glossy Privet Fruit,女贞子,MOL005175,kaempferol-3-O-α-L-rhamnosyl(1→2)-β-D-glucoside,https://tcmsp-e.com/molecule.php?qn=5175,kaempferol-3-O-α-L-rhamnosyl(1→2)-β-D-glucoside,OHOBPOYHROOXEI-RDGIFDFRSA-N,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O)O,Low,No,No,No,No,No,0
70,Glossy Privet Fruit,女贞子,MOL005176,oleuropein,https://tcmsp-e.com/molecule.php?qn=5176,oleuropein,RFWGABANNQMHMZ-PYQDGUMHSA-N,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O,Low,No,No,No,No,No,0
71,Glossy Privet Fruit,女贞子,MOL005177,oleuropein_qt,https://tcmsp-e.com/molecule.php?qn=5177,oleuropein_qt,BIWKXNFEOZXNLX-BBHIFXBUSA-N,CC=C1C(C(=COC1O)C(=O)OC)CC(=O)OCCC2=CC(=C(C=C2)O)O,High,Yes,Yes,Yes,Yes,Yes,1
72,Glossy Privet Fruit,女贞子,MOL005178,"methyl rel-(2R,3S,4R)-3-ethyl-2-(beta-L-glucopyranosyloxy)-4-{2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl}-3,4-dihydro-2H-pyran-5-carboxylate",https://tcmsp-e.com/molecule.php?qn=5178,"methyl rel-(2R,3S,4R)-3-ethyl-2-(beta-L-glucopyranosyloxy)-4-{2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl}-3,4-dihydro-2H-pyran-5-carboxylate",ZPYDXRKJBFBYGO-UCSVYGSWSA-N,CCC1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O,Low,No,No,No,No,No,0
73,Glossy Privet Fruit,女贞子,MOL005179,Lucidumoside A_qt,https://tcmsp-e.com/molecule.php?qn=5179,Lucidumoside A_qt,FZEUDSXYGRADHA-SPYBWZPUSA-N,CCC1[C@H](O)OC=C(C(=O)OC)[C@@H]1CC(=O)OCCC1=CC=C(O)C=C1,High,Yes,Yes,Yes,Yes,Yes,1
74,Glossy Privet Fruit,女贞子,MOL005180,AMG,https://tcmsp-e.com/molecule.php?qn=5180,AMG,HOVAGTYPODGVJG-PZRMXXKTSA-N,COC1C(C(C(C(O1)CO)O)O)O,Low,Yes,No,Yes,Yes,No,0
75,Glossy Privet Fruit,女贞子,MOL005181,Lucidumoside C,https://tcmsp-e.com/molecule.php?qn=5181,Lucidumoside C,RDLNVCALMXCDOJ-KRBUBJGZSA-N,C/C=C1\C(OC2OC(CO)[C@@H](O)C(O)[C@H]2O)OC=C(C(=O)OC)C1CC(=O)OC[C@@H](OCC)C1=CC=C(O)C(O)=C1,Low,Yes,Yes,Yes,Yes,Yes,0
76,Glossy Privet Fruit,女贞子,MOL005182,Lucidumoside C_qt,https://tcmsp-e.com/molecule.php?qn=5182,Lucidumoside C_qt,LCNWBDDNWZJXRM-PKGQRIPQSA-N,C/C=C1/C(CC(=O)OC[C@@H](OCC)C2=CC=C(O)C(C)=C2)C(C(=O)OC)=CO[C@@H]1O,High,Yes,Yes,Yes,Yes,Yes,1
77,Glossy Privet Fruit,女贞子,MOL005183,3b-(p-hydroxy-trans-cinnamoyloxy)-2a-hydroxy-oleanolic acid,https://tcmsp-e.com/molecule.php?qn=5183,3b-(p-hydroxy-trans-cinnamoyloxy)-2a-hydroxy-oleanolic acid,KWLOAKAXMOYBRK-DCSUJMHMSA-N,-,-,-,-,-,-,-,-
78,Glossy Privet Fruit,女贞子,MOL005184,"methyl (4S,5E,6S)-5-ethylidene-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",https://tcmsp-e.com/molecule.php?qn=5184,"methyl (4S,5E,6S)-5-ethylidene-4-[2-[2-(4-hydroxyphenyl)ethoxy]-2-oxoethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylate",GMQXOLRKJQWPNB-MVVLSVRYSA-N,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC=C(C=C3)O,Low,No,No,No,No,No,0
79,Glossy Privet Fruit,女贞子,MOL005185,ligustroside_qt,https://tcmsp-e.com/molecule.php?qn=5185,ligustroside_qt,ZJRZKUMVZLKDPM-FBPSVZSBSA-N,C/C=C1/C(CC(=O)OCCC2=CC=C(O)C=C2)C(C(=O)OC)=CO[C@H]1O,High,Yes,Yes,Yes,Yes,Yes,1
80,Glossy Privet Fruit,女贞子,MOL005186,10-hydroxyligstroside,https://tcmsp-e.com/molecule.php?qn=5186,10-hydroxyligstroside,AHTRGGWSBFOEEG-HFLHEASMSA-N,COC(=O)C1=COC(C(=CCO)C1CC(=O)OCCC2=CC=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O,Low,No,No,No,No,No,0
81,Glossy Privet Fruit,女贞子,MOL005187,10-hydroxyligstroside_qt,https://tcmsp-e.com/molecule.php?qn=5187,10-hydroxyligstroside_qt,NSXOZEQHYBJYER-USYXUHNPSA-N,COC(=O)C1=COC(O)/C(=C\CO)C1CC(=O)OCCC1=CC=C(O)C=C1,High,Yes,Yes,Yes,Yes,Yes,1
82,Glossy Privet Fruit,女贞子,MOL005188,nuezhenide,https://tcmsp-e.com/molecule.php?qn=5188,nuezhenide,STKUCSFEBXPTAY-HWCHWXRYSA-N,CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCC3C(C(C(C(O3)OCCC4=CC=C(C=C4)O)O)O)O,Low,No,No,No,No,No,0
83,Glossy Privet Fruit,女贞子,MOL005189,nuezhenide_qt1,https://tcmsp-e.com/molecule.php?qn=5189,nuezhenide_qt1,BYWIUFXNVZJMJW-QVBAIAFSSA-N,C/C=C1\C(O)OC=C(C(=O)OC)C1CC(=O)OC[C@H]1O[C@@H](O)C(O)C(O)C1O,Low,Yes,Yes,Yes,Yes,Yes,0
84,Glossy Privet Fruit,女贞子,MOL005190,eriodictyol,https://tcmsp-e.com/molecule.php?qn=5190,eriodictyol,SBHXYTNGIZCORC-ZDUSSCGKSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,High,Yes,Yes,Yes,Yes,Yes,1
85,Glossy Privet Fruit,女贞子,MOL005191,3-O-acetyloleanolic acid,https://tcmsp-e.com/molecule.php?qn=5191,3-O-acetyloleanolic acid,HDWYAPCZHCDUNP-JVZQWSIASA-N,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)C(=O)OC)C)C)C2C1)C)C(=O)O)C,Low,Yes,No,Yes,No,No,0
86,Glossy Privet Fruit,女贞子,MOL005192,Manghaslin,https://tcmsp-e.com/molecule.php?qn=5192,Manghaslin,HKNBJSRIYRDSLB-TWKHWODBSA-N,-,-,-,-,-,-,-,-
87,Glossy Privet Fruit,女贞子,MOL005193,clitorin,https://tcmsp-e.com/molecule.php?qn=5193,clitorin,WRXVPTMENPZUIZ-NMNPBRLFSA-N,CC1OC(OC2C(OC3=C(C4=CC=C(O)C=C4)OC4=CC(O)=CC(O)=C4C3=O)OC(CO[C@H]3OC(C)C(O)[C@@H](O)C3O)C(O)C2O)[C@H](O)C(O)C1C,Low,Yes,Yes,Yes,Yes,Yes,0
